left_ear,right_ear,avg_ear,mar,yaw_deg,pitch_deg,roll_deg,ear_asymmetry,nose_centrality,label_id,label_name
0.2714,0.2797,0.2807,0.2915,10.2032,6.1586,7.9175,0.0082,0.1,0,Attentive
0.2487,0.2616,0.2391,0.1713,43.6209,12.2302,5.0629,0.002,0.514,1,Distracted
0.08,0.0733,0.1324,0.7179,2.7415,31.1101,21.2893,0.0336,0.7084,3,Absent
0.271,0.2982,0.2522,0.3349,49.237,0.1113,2.0548,0.0194,0.6132,1,Distracted
0.0464,0.1035,0.0864,0.6339,32.4339,25.6829,11.5203,0.0189,0.3861,3,Absent
0.2843,0.3099,0.2338,0.4658,35.3428,11.4199,12.5413,0.0483,0.3538,1,Distracted
0.1332,0.0739,0.0152,0.7726,-11.9734,-3.1893,12.8599,0.0576,0.6344,3,Absent
0.3135,0.3025,0.3009,0.1308,8.9612,3.9392,4.1417,0.0129,0.0385,0,Attentive
0.1808,0.1909,0.2135,0.3217,10.4848,3.4488,9.4794,0.0467,0.0716,2,Drowsy
0.166,0.1378,0.1786,0.3908,10.1663,13.3818,-0.6137,0.04,0.1055,2,Drowsy
0.1176,0.0931,0.0746,0.6137,61.851,43.0242,20.9461,0.0524,0.6576,3,Absent
0.296,0.2604,0.3536,0.2265,4.27,11.092,-1.0425,0.0099,0.0576,0,Attentive
0.207,0.2269,0.1806,0.5297,9.7445,12.3123,2.3899,0.0434,0.0565,2,Drowsy
0.2777,0.2965,0.3474,0.2443,11.6818,3.2699,-0.4183,0.0175,0.0449,0,Attentive
0.2417,0.2999,0.2602,0.2168,-4.2225,8.6649,2.5842,0.0071,0.0764,0,Attentive
0.0211,0.0697,0.0848,0.6824,25.536,8.6222,27.7008,0.0367,0.64,3,Absent
0.323,0.2798,0.3101,0.3673,27.9438,8.1343,18.0272,0.0589,0.1828,1,Distracted
0.1085,0.1044,0.0303,0.7738,29.9854,31.1004,10.4559,0.0554,0.5627,3,Absent
0.272,0.3073,0.2004,0.2862,45.3282,1.6714,-0.018,0.0,0.509,1,Distracted
0.1207,0.0764,0.1306,0.4602,6.5119,16.2137,41.8282,0.0179,0.2085,3,Absent
0.0669,0.165,0.0306,0.4429,-12.5563,-11.1938,23.078,0.0665,0.7916,3,Absent
0.0673,0.0517,0.0054,0.7859,19.6533,9.0599,18.4063,0.0546,0.5837,3,Absent
0.2575,0.2092,0.2098,0.4334,5.7612,4.5512,7.8877,0.0378,0.0889,2,Drowsy
0.0411,0.023,0.1074,0.6207,14.9056,19.8642,4.5579,0.0966,0.8096,3,Absent
0.0829,0.0194,0.116,0.6355,26.4408,15.2995,22.0371,0.0619,0.3511,3,Absent
0.0459,0.1327,0.159,0.6705,10.5137,8.4089,30.6552,0.0883,0.8399,3,Absent
0.1654,0.1605,0.1525,0.37,-10.465,-2.2068,8.3705,0.0371,0.0597,2,Drowsy
0.0947,0.0312,0.1251,0.7755,31.1477,20.6636,26.2494,0.0417,0.4051,3,Absent
0.0784,0.1319,0.078,0.544,40.2352,44.5081,2.7528,0.0188,0.558,3,Absent
0.3116,0.3327,0.3503,0.3012,4.9945,10.3156,2.7244,0.0202,0.0395,0,Attentive
0.2564,0.2078,0.202,0.445,10.998,5.4191,5.4119,0.0217,0.1216,2,Drowsy
0.0541,0.0013,0.0353,0.7362,14.4952,10.0399,-1.8687,0.0,0.4094,3,Absent
0.1813,0.1953,0.1549,0.39,2.8126,-1.0391,3.7766,0.0322,0.0612,2,Drowsy
0.3137,0.2923,0.2053,0.2184,37.045,11.3552,3.6635,0.0374,0.3512,1,Distracted
0.1856,0.2381,0.1664,0.4419,12.083,10.727,-3.8614,0.042,0.1405,2,Drowsy
0.2666,0.3078,0.3053,0.2891,-0.449,5.8564,4.754,0.0244,0.0252,0,Attentive
0.1075,0.0472,0.0764,0.6866,-14.9455,-4.1425,25.9135,0.0301,0.4267,3,Absent
0.1136,0.1156,0.0802,0.4309,50.8661,16.8099,47.5113,0.0696,0.508,3,Absent
0.3097,0.2591,0.2867,0.275,-4.8586,14.2375,8.1197,0.0043,0.022,0,Attentive
0.1073,0.112,0.2057,0.393,7.4941,8.9139,3.1658,0.0381,0.0454,2,Drowsy
0.0772,0.1115,0.1021,0.7084,21.6656,35.3873,29.8536,0.0721,0.4325,3,Absent
0.2693,0.2916,0.2759,0.2753,-2.8262,18.1554,7.9527,0.0221,0.0808,0,Attentive
0.3206,0.344,0.2722,0.2482,-1.2516,-7.975,3.7335,0.0451,0.0,0,Attentive
0.1782,0.2258,0.2045,0.6745,11.6697,9.2284,-1.8705,0.0284,0.0226,2,Drowsy
0.1621,0.2599,0.1459,0.5017,-1.1403,16.9565,1.6088,0.0458,0.054,2,Drowsy
0.2755,0.3158,0.2917,0.2089,31.1031,16.6115,8.0615,0.0352,0.4433,1,Distracted
0.0715,0.0363,0.0649,0.486,20.103,23.5612,2.9507,0.1082,0.5627,3,Absent
0.0658,0.0482,0.0835,0.6121,40.3784,6.82,-5.7758,0.0093,0.7488,3,Absent
0.2958,0.2873,0.2924,0.3023,0.318,-6.3875,5.7183,0.018,0.0509,0,Attentive
0.211,0.3078,0.3208,0.3335,32.5477,7.0956,7.6649,0.0463,0.4102,1,Distracted
0.329,0.3371,0.3022,0.2599,-1.9412,0.7875,5.0789,0.032,0.0458,0,Attentive
0.3208,0.2392,0.2778,0.2334,8.6251,20.489,0.86,0.0059,0.0621,0,Attentive
0.2085,0.1969,0.1743,0.4556,7.4677,13.3392,-3.595,0.0185,0.1243,2,Drowsy
0.1153,0.1125,0.1194,0.5305,23.5029,25.7479,10.1984,0.0639,0.7963,3,Absent
0.2836,0.3577,0.2806,0.1655,-0.7701,-10.8284,5.7555,0.0,0.0509,0,Attentive
0.1668,0.2214,0.142,0.4495,10.6878,15.9601,6.3039,0.0321,0.1159,2,Drowsy
0.2492,0.3459,0.296,0.2287,-5.0968,-8.584,6.1159,0.0207,0.0113,0,Attentive
0.0561,0.0798,0.0918,0.3979,-6.3289,21.295,6.3083,0.0799,0.2288,3,Absent
0.331,0.317,0.2568,0.2852,28.606,1.8073,10.7323,0.006,0.2606,1,Distracted
0.2616,0.3212,0.2667,0.2557,48.5937,25.974,8.8681,0.0169,0.2989,1,Distracted
0.3001,0.3722,0.2445,0.3294,19.2615,11.5735,10.859,0.0,0.3295,1,Distracted
0.1473,0.0941,0.2149,0.2998,4.8575,10.664,5.6328,0.0343,0.0908,2,Drowsy
0.293,0.2352,0.2543,0.2285,26.3056,6.7632,3.4007,0.017,0.2742,1,Distracted
0.3078,0.3235,0.2691,0.184,7.1755,5.0789,3.2525,0.0235,0.0296,0,Attentive
0.1137,0.0737,0.123,0.5622,7.3011,7.3379,21.8115,0.0025,0.3966,3,Absent
0.0,0.0771,0.1604,0.6643,5.0357,18.8045,10.396,0.0147,0.7238,3,Absent
0.3106,0.3229,0.2975,0.1635,33.1349,-1.5571,3.7844,0.0496,0.3805,1,Distracted
0.1921,0.2071,0.1597,0.6422,4.141,-4.4907,2.5938,0.0413,0.098,2,Drowsy
0.2446,0.3111,0.2448,0.258,-1.9907,14.0143,1.1368,0.0522,0.389,1,Distracted
0.2864,0.3446,0.3271,0.3191,40.6786,16.1639,2.5997,0.0289,0.2598,1,Distracted
0.1003,0.1455,0.1838,0.5694,15.445,6.1076,4.7786,0.0597,0.0268,2,Drowsy
0.2189,0.3647,0.2371,0.3415,23.0627,3.8101,9.7325,0.0506,0.2229,1,Distracted
0.2679,0.2542,0.2827,0.2477,4.9467,1.3113,3.7603,0.0075,0.0933,0,Attentive
0.1921,0.1903,0.2004,0.4372,-2.0916,13.252,-2.5664,0.0692,0.0707,2,Drowsy
0.0699,0.1015,0.0155,0.4646,60.5708,38.4918,24.2277,0.0302,0.5024,3,Absent
0.2655,0.2775,0.2643,0.3195,30.2566,25.9296,13.7913,0.0122,0.357,1,Distracted
0.0605,0.0944,0.1104,0.7166,44.1375,27.7832,15.337,0.0272,0.4543,3,Absent
0.1912,0.1416,0.1287,0.5154,11.185,13.9651,4.7749,0.0553,0.1085,2,Drowsy
0.1709,0.2069,0.0752,0.4472,10.3392,15.9561,0.5134,0.034,0.0554,2,Drowsy
0.0698,0.1901,0.1654,0.4279,-3.259,6.8145,10.96,0.0311,0.1186,2,Drowsy
0.2719,0.2952,0.2786,0.2742,38.1072,15.3681,-2.4974,0.0587,0.164,1,Distracted
0.2734,0.3872,0.2588,0.3847,34.2636,-6.5451,7.8971,0.0363,0.2449,1,Distracted
0.2685,0.2684,0.2948,0.3716,44.2101,24.7851,-1.2797,0.0363,0.3655,1,Distracted
0.2221,0.3575,0.247,0.1984,32.4457,0.3853,4.6897,0.0438,0.4495,1,Distracted
0.2993,0.2865,0.2286,0.3075,21.7983,19.392,0.9727,0.0268,0.4872,1,Distracted
0.1782,0.1356,0.1629,0.6056,21.8437,27.9103,14.8537,0.0276,0.3708,3,Absent
0.2448,0.2472,0.2722,0.2969,33.1657,14.3356,15.5779,0.0198,0.1785,1,Distracted
0.247,0.289,0.3191,0.2098,33.1982,-7.3249,2.6408,0.0307,0.2645,1,Distracted
0.1506,0.0602,0.0427,0.5226,24.5437,54.5568,21.4691,0.0022,0.4048,3,Absent
0.1511,0.052,0.1627,0.4538,2.9109,23.8412,6.8745,0.0506,0.0143,2,Drowsy
0.3208,0.2619,0.3426,0.2601,16.0549,-2.1312,11.0903,0.0278,0.0666,0,Attentive
0.2064,0.1572,0.1476,0.242,-2.3614,16.3774,3.7196,0.0633,0.0552,2,Drowsy
0.062,0.0238,0.0446,0.7352,11.9332,2.7111,20.355,0.0845,0.6574,3,Absent
0.0116,0.1095,0.0778,0.6046,-3.186,15.4977,10.0233,0.0595,0.5834,3,Absent
0.1792,0.1028,0.175,0.3156,9.2722,-4.4883,9.0635,0.0318,0.0583,2,Drowsy
0.2787,0.2913,0.2804,0.3367,-3.8542,-0.8888,3.0219,0.008,0.0381,0,Attentive
0.0055,0.0235,0.0952,0.6986,46.2852,20.1317,-6.0987,0.0429,0.2727,3,Absent
0.2508,0.2607,0.2885,0.3319,47.9758,1.6218,-0.0682,0.0563,0.4147,1,Distracted
0.1534,0.1165,0.1978,0.5842,-1.2979,1.5735,1.3755,0.0514,0.1291,2,Drowsy
0.2243,0.2322,0.1178,0.4976,-6.4546,22.0662,6.2012,0.0235,0.0703,2,Drowsy
0.2562,0.1797,0.2484,0.5988,0.3943,-8.0737,2.9102,0.0271,0.0883,2,Drowsy
0.2567,0.2366,0.281,0.2416,52.8049,2.6519,-3.3954,0.0,0.3469,1,Distracted
0.1341,0.0508,0.0572,0.7308,4.5834,28.8915,16.882,0.0243,0.5552,3,Absent
0.2736,0.3081,0.2946,0.1911,14.7583,-1.3559,-7.2013,0.0333,0.0349,0,Attentive
0.1694,0.2377,0.1585,0.5561,-7.0163,-1.5853,13.5069,0.0398,0.0585,2,Drowsy
0.3539,0.2277,0.2896,0.374,42.1891,11.7567,-0.8109,0.0024,0.427,1,Distracted
0.3186,0.2809,0.2703,0.2188,1.5238,-1.2332,-9.0278,0.029,0.0882,0,Attentive
0.1009,0.0689,0.0604,0.8204,47.242,13.7843,-5.5172,0.0,0.5979,3,Absent
0.2333,0.2669,0.3188,0.314,42.7317,11.4648,8.1399,0.014,0.319,1,Distracted
0.3186,0.3492,0.3095,0.2656,-9.1513,-15.4151,3.9419,0.0191,0.0346,0,Attentive
0.2964,0.263,0.23,0.2255,40.4365,20.7312,6.5652,0.046,0.4208,1,Distracted
0.1218,0.2391,0.2435,0.3097,14.3337,15.6111,-3.8489,0.0322,0.0568,2,Drowsy
0.3359,0.2821,0.2581,0.2445,3.275,4.1241,8.8107,0.0176,0.0464,0,Attentive
0.2383,0.2834,0.2524,0.3065,37.0401,12.8768,15.0508,0.0292,0.4257,1,Distracted
0.3241,0.2646,0.2778,0.309,48.003,6.6654,14.1197,0.0,0.426,1,Distracted
0.2883,0.2853,0.2239,0.1711,38.5512,11.3543,2.4451,0.0,0.3971,1,Distracted
0.2728,0.2827,0.3189,0.275,-4.8204,3.6953,5.7569,0.0033,0.0663,0,Attentive
0.0454,0.1037,0.067,0.6591,38.3845,33.6682,8.3989,0.0646,0.3244,3,Absent
0.2808,0.3157,0.2565,0.3002,16.1965,14.0709,16.7184,0.0101,0.274,1,Distracted
0.3465,0.2765,0.2919,0.2907,-6.8469,4.5922,8.5357,0.0039,0.0555,0,Attentive
0.2163,0.2084,0.1736,0.5097,11.1501,20.9613,8.9426,0.0413,0.0277,2,Drowsy
0.289,0.3211,0.2667,0.3086,-8.7198,-1.6792,-2.9905,0.0025,0.0528,0,Attentive
0.3044,0.2707,0.268,0.2108,30.5596,-23.2111,1.4587,0.0284,0.4064,1,Distracted
0.0969,0.0477,0.0972,0.7018,2.2355,6.4827,21.1397,0.0507,0.5061,3,Absent
0.2921,0.2399,0.3159,0.188,3.4795,4.9416,8.8033,0.0069,0.0,0,Attentive
0.2549,0.3076,0.3117,0.3043,3.7839,5.1564,0.0418,0.0227,0.0397,0,Attentive
0.3029,0.3291,0.2824,0.2336,-0.1369,-7.2446,3.4806,0.0226,0.0502,0,Attentive
0.2931,0.2352,0.3283,0.4022,36.7649,15.1054,6.2104,0.0406,0.338,1,Distracted
0.1988,0.2094,0.2407,0.4734,4.5124,0.7462,6.1797,0.0533,0.0723,2,Drowsy
0.1754,0.2038,0.137,0.4175,13.5615,-1.5432,11.3846,0.0187,0.114,2,Drowsy
0.3657,0.2758,0.279,0.22,-13.9912,-0.6803,-1.7957,0.0215,0.0603,0,Attentive
0.0645,0.01,0.0416,0.7532,25.4326,44.5141,11.4097,0.0392,0.4684,3,Absent
0.0754,0.0968,0.1081,0.6785,-1.347,-17.567,13.7973,0.034,0.2975,3,Absent
0.2502,0.247,0.328,0.2811,41.783,25.1425,-9.1508,0.0556,0.3555,1,Distracted
0.3447,0.2492,0.32,0.2911,38.0263,-9.7031,-8.2175,0.0256,0.3747,1,Distracted
0.2832,0.242,0.2837,0.2713,55.0645,14.9722,-6.0378,0.0047,0.3555,1,Distracted
0.311,0.3136,0.3001,0.2502,43.5746,13.0905,5.8037,0.0178,0.3003,1,Distracted
0.2866,0.2792,0.2508,0.2552,19.3366,4.9415,1.8886,0.0232,0.0497,0,Attentive
0.2627,0.31,0.2961,0.1546,-3.8831,0.1048,11.4384,0.0256,0.0099,0,Attentive
0.2709,0.2586,0.2843,0.2931,10.625,6.5916,5.6255,0.0252,0.0308,0,Attentive
0.2985,0.2667,0.2703,0.2065,41.7985,3.5153,-7.9387,0.0226,0.4481,1,Distracted
0.3113,0.347,0.2984,0.2222,18.0493,-7.1361,-8.994,0.0244,0.0349,0,Attentive
0.3163,0.3058,0.2412,0.3209,38.4774,33.3304,7.4236,0.0272,0.2643,1,Distracted
0.0156,0.0,0.0268,0.8458,7.5724,-24.1244,7.9553,0.0023,0.5619,3,Absent
0.2488,0.2665,0.3309,0.2422,-1.3863,4.1201,4.5089,0.0312,0.0935,0,Attentive
0.2701,0.2946,0.2456,0.2589,14.4309,-7.3189,-0.9296,0.0233,0.0876,0,Attentive
0.0801,0.1034,0.0668,0.6962,12.1328,38.3588,45.6221,0.0382,0.646,3,Absent
0.1651,0.1342,0.1626,0.5045,3.9452,16.9478,11.1787,0.0163,0.0297,2,Drowsy
0.2683,0.316,0.2586,0.4086,31.9209,11.4699,-3.1786,0.0357,0.1521,1,Distracted
0.0624,0.025,0.1114,0.4577,45.013,5.962,25.0398,0.0507,0.6042,3,Absent
0.1967,0.153,0.1973,0.3667,0.7981,23.1267,1.9721,0.024,0.1268,2,Drowsy
0.2185,0.2005,0.1536,0.4576,5.0011,0.6467,-1.5231,0.0264,0.1615,2,Drowsy
0.2431,0.279,0.2922,0.1318,47.6375,5.055,-2.9905,0.0488,0.3476,1,Distracted
0.005,0.0399,0.0372,0.7063,41.5375,14.5336,7.8465,0.0376,0.3284,3,Absent
0.2185,0.2686,0.2451,0.2522,21.8218,5.5109,2.5633,0.0319,0.1885,1,Distracted
0.215,0.1696,0.1926,0.6172,12.5671,1.7267,-8.73,0.0459,0.1119,2,Drowsy
0.2513,0.1575,0.158,0.4368,4.2355,23.1004,11.8291,0.0524,0.138,2,Drowsy
0.2377,0.2904,0.3411,0.268,-3.9079,2.7816,2.0901,0.0247,0.009,0,Attentive
0.1846,0.2453,0.1436,0.3415,-3.2456,9.0664,11.7073,0.0719,0.0,2,Drowsy
0.2877,0.2736,0.2606,0.3057,55.6769,26.3926,-6.5366,0.0415,0.3322,1,Distracted
0.1447,0.0313,0.0545,0.5825,33.3888,7.926,-6.5997,0.0826,0.4611,3,Absent
0.2142,0.161,0.1515,0.389,-7.5649,8.3234,0.1366,0.0557,0.1056,2,Drowsy
0.3697,0.2995,0.3126,0.2542,-2.7087,-9.7453,-1.5289,0.0061,0.1011,0,Attentive
0.0328,0.0891,0.1239,0.5876,32.1725,19.4932,29.2848,0.0115,0.3291,3,Absent
0.0648,0.1386,0.0439,0.683,46.184,9.4007,11.4374,0.1204,0.6449,3,Absent
0.1059,0.1229,0.0865,0.6195,10.1331,9.9904,-4.262,0.0226,0.3618,3,Absent
0.1275,0.1769,0.2243,0.5503,5.8543,16.8981,-1.2976,0.0335,0.0958,2,Drowsy
0.1913,0.1776,0.2481,0.5417,6.2761,5.8645,12.3801,0.0394,0.0933,2,Drowsy
0.2504,0.3123,0.3353,0.335,47.6891,9.1918,-5.4525,0.0209,0.3241,1,Distracted
0.1897,0.3443,0.3358,0.2191,32.2654,10.9561,-0.7621,0.0,0.329,1,Distracted
0.2979,0.2545,0.2911,0.2945,7.6016,6.5047,2.2489,0.0201,0.0302,0,Attentive
0.3327,0.2887,0.3005,0.1914,16.5658,16.281,2.7835,0.0302,0.0553,0,Attentive
0.3345,0.2478,0.2909,0.194,-7.3575,11.1258,-0.3385,0.0235,0.0486,0,Attentive
0.2996,0.2976,0.2774,0.3456,46.6456,14.1337,5.3277,0.0431,0.3814,1,Distracted
0.3206,0.2748,0.3017,0.149,14.5356,-0.5866,2.2793,0.0169,0.0844,0,Attentive
0.306,0.3328,0.312,0.2069,20.4285,4.3603,1.2633,0.0296,0.0575,0,Attentive
0.1336,0.2463,0.2474,0.4547,23.3848,4.8078,6.0022,0.0686,0.0616,2,Drowsy
0.032,0.0604,0.1099,0.6928,38.0336,16.5753,34.2307,0.0604,0.4522,3,Absent
0.3047,0.2967,0.2665,0.2915,36.2857,7.7576,3.735,0.0747,0.4309,1,Distracted
0.2626,0.2274,0.2877,0.2515,24.9696,-0.9587,21.6102,0.025,0.1574,1,Distracted
0.0697,0.1786,0.1467,0.7538,9.4395,30.1665,18.1801,0.0572,0.2384,3,Absent
0.1789,0.1867,0.1915,0.4557,8.8647,8.7795,-6.0365,0.005,0.1571,2,Drowsy
0.3073,0.2859,0.3153,0.2011,-8.0527,-9.5875,-9.1179,0.0148,0.041,0,Attentive
0.1901,0.1605,0.1813,0.4958,-6.9621,7.9471,9.9536,0.0752,0.0748,2,Drowsy
0.24,0.2635,0.2291,0.3383,36.7211,1.7363,2.6466,0.0636,0.3427,1,Distracted
0.1869,0.2558,0.1129,0.4465,1.4755,15.5724,5.7741,0.0518,0.0938,2,Drowsy
0.1751,0.1604,0.217,0.3977,3.6604,12.0545,6.7263,0.0577,0.0884,2,Drowsy
0.0723,0.0898,0.1435,0.6039,0.4354,47.202,21.3212,0.1077,0.7227,3,Absent
0.2837,0.264,0.1781,0.1933,44.2992,30.192,10.4161,0.0365,0.3479,1,Distracted
0.2931,0.2827,0.3368,0.215,-5.2965,7.6576,-1.9807,0.0105,0.0067,0,Attentive
0.2657,0.3246,0.2984,0.2536,3.5856,1.9483,7.9585,0.0192,0.0164,0,Attentive
0.2811,0.3076,0.3205,0.2483,6.6379,-0.615,1.0177,0.0179,0.0276,0,Attentive
0.3012,0.3311,0.3084,0.3239,-4.9487,3.9515,2.4223,0.0093,0.0787,0,Attentive
0.1115,0.0778,0.0557,0.4234,1.8054,30.6217,24.7661,0.0437,0.7134,3,Absent
0.0,0.0018,0.0919,0.473,4.4199,20.1851,-14.3924,0.0386,0.317,3,Absent
0.1523,0.2152,0.1502,0.3278,6.1961,6.5366,-2.2184,0.0527,0.0986,2,Drowsy
0.2816,0.2533,0.2926,0.305,35.9737,11.7872,3.9571,0.0499,0.4236,1,Distracted
0.2365,0.1698,0.1573,0.482,-4.5883,6.6138,3.96,0.0394,0.0835,2,Drowsy
0.3293,0.315,0.3047,0.3001,-18.6259,7.7451,-1.2704,0.0017,0.0653,0,Attentive
0.0412,0.1317,0.08,0.6908,10.1626,20.2924,-12.6241,0.0754,0.9116,3,Absent
0.1618,0.1995,0.1619,0.5047,4.7621,7.327,-3.8638,0.0236,0.1041,2,Drowsy
0.3498,0.3006,0.3058,0.187,-1.9309,0.3736,0.4114,0.0328,0.0667,0,Attentive
0.072,0.0497,0.0118,0.5477,5.3095,1.6204,11.0515,0.0156,0.5173,3,Absent
0.012,0.0189,0.0282,0.8754,25.1806,11.2555,3.4817,0.0243,0.4281,3,Absent
0.1591,0.1384,0.1403,0.4282,-4.0278,21.3922,5.0818,0.0594,0.0681,2,Drowsy
0.0159,0.0766,0.0573,0.6792,-0.5734,22.6686,9.7326,0.0125,0.2845,3,Absent
0.2552,0.3041,0.3006,0.2142,9.4768,6.7163,6.2907,0.0188,0.0681,0,Attentive
0.3028,0.2474,0.3,0.3397,49.6466,30.1355,6.4646,0.0355,0.1977,1,Distracted
0.283,0.3277,0.2331,0.2608,36.7317,-8.3371,-0.0016,0.0164,0.2704,1,Distracted
0.2657,0.3033,0.2992,0.2396,1.9717,-10.1729,-0.7436,0.0209,0.0548,0,Attentive
0.3309,0.2911,0.2503,0.2827,18.6066,20.5796,5.4911,0.0,0.3199,1,Distracted
0.2794,0.3349,0.3267,0.1857,-5.7073,20.9235,10.7546,0.0197,0.0577,0,Attentive
0.0106,0.1005,0.1263,0.604,16.1838,2.9277,15.0866,0.0728,0.7083,3,Absent
0.1677,0.2078,0.2249,0.3953,9.8657,13.0923,10.093,0.033,0.0081,2,Drowsy
0.3437,0.3211,0.3197,0.2542,14.2837,5.8683,-2.3054,0.034,0.0709,0,Attentive
0.2829,0.275,0.3118,0.2224,8.0635,4.4205,-5.5787,0.0355,0.1039,0,Attentive
0.2443,0.3181,0.3075,0.2819,11.4649,5.5733,2.7404,0.0112,0.0286,0,Attentive
0.285,0.2715,0.2915,0.1997,3.3826,-0.9494,-5.4702,0.0326,0.0351,0,Attentive
0.1631,0.1415,0.0,0.7888,18.6743,9.3773,2.9139,0.0215,0.414,3,Absent
0.3067,0.2182,0.2673,0.2978,41.4043,24.9295,2.6539,0.0596,0.2841,1,Distracted
0.2508,0.2373,0.1597,0.3389,3.5796,17.2266,1.549,0.0582,0.1283,2,Drowsy
0.2867,0.3294,0.3524,0.3313,57.3531,3.7063,9.2113,0.0568,0.2604,1,Distracted
0.1357,0.0505,0.064,0.8637,14.6572,18.0682,13.6171,0.0096,0.6644,3,Absent
0.327,0.3646,0.2299,0.1646,32.0579,-5.1842,5.2773,0.045,0.4994,1,Distracted
0.0088,0.0,0.1331,0.5292,7.113,34.8441,11.3371,0.0446,0.5096,3,Absent
0.182,0.1459,0.1566,0.8979,12.149,14.8888,0.8841,0.0714,0.124,2,Drowsy
0.1979,0.1562,0.1814,0.3425,3.9813,31.4426,13.229,0.0411,0.0864,2,Drowsy
0.3469,0.2754,0.3383,0.275,-8.1944,5.5735,-8.5001,0.0263,0.0766,0,Attentive
0.2255,0.1924,0.1602,0.3642,-0.1232,4.4442,-0.2298,0.0052,0.1256,2,Drowsy
0.3095,0.29,0.2977,0.2235,-9.1158,5.2512,10.7747,0.0202,0.0568,0,Attentive
0.2892,0.2841,0.2907,0.2856,49.9144,11.2343,-3.7493,0.0626,0.387,1,Distracted
0.1205,0.0939,0.0754,0.4819,46.9649,10.0782,26.8468,0.0553,0.2913,3,Absent
0.0836,0.0637,0.0558,0.7327,49.4513,59.9198,6.1245,0.0,0.6618,3,Absent
0.1752,0.243,0.1457,0.375,-2.7782,-3.8569,-0.6852,0.0421,0.0515,2,Drowsy
0.3543,0.2817,0.2906,0.2411,23.826,14.773,6.3051,0.0142,0.2062,1,Distracted
0.2596,0.2873,0.3112,0.2064,26.8411,11.8496,19.4095,0.0127,0.554,1,Distracted
0.3152,0.2669,0.2462,0.2694,22.944,2.9575,6.1925,0.0208,0.047,0,Attentive
0.3212,0.3317,0.2907,0.2975,37.5693,14.8913,5.331,0.03,0.4697,1,Distracted
0.2088,0.1637,0.1512,0.4148,-2.1532,0.528,-4.0651,0.0414,0.0573,2,Drowsy
0.1605,0.1207,0.1443,0.6229,9.0277,21.7315,11.0334,0.0699,0.744,3,Absent
0.1225,0.202,0.1378,0.3347,13.5408,-1.5707,-7.5822,0.0525,0.0678,2,Drowsy
0.1564,0.1602,0.2137,0.345,6.1539,8.3433,3.9866,0.0296,0.0568,2,Drowsy
0.0531,0.0135,0.0974,0.7279,26.0953,3.711,6.0508,0.057,0.2125,3,Absent
0.2246,0.2071,0.2108,0.5586,6.2626,6.7309,0.1387,0.0322,0.0591,2,Drowsy
0.1311,0.1594,0.1703,0.6912,-3.0767,7.0703,1.3109,0.05,0.0591,2,Drowsy
0.292,0.2008,0.2752,0.3138,33.0451,3.6621,2.527,0.0192,0.2863,1,Distracted
0.242,0.2394,0.1117,0.4497,15.8762,31.1251,7.519,0.0326,0.0396,2,Drowsy
0.2437,0.3042,0.2234,0.3008,27.4394,2.6584,-3.679,0.0207,0.4585,1,Distracted
0.1828,0.1394,0.1547,0.4199,1.2886,9.1325,7.5158,0.0326,0.0958,2,Drowsy
0.0095,0.0752,0.0322,0.6503,30.409,42.5424,-3.4963,0.0793,0.5762,3,Absent
0.0442,0.0741,0.0,0.7423,-16.9568,30.0438,-0.5137,0.0379,0.6538,3,Absent
0.2006,0.1955,0.2518,0.4038,7.078,26.8377,1.074,0.0429,0.0422,2,Drowsy
0.2732,0.2913,0.2764,0.1314,41.0131,25.1934,5.7,0.0094,0.2987,1,Distracted
0.026,0.0,0.0322,0.6521,6.9438,33.4492,12.4338,0.0403,0.4859,3,Absent
0.0676,0.0969,0.1057,0.6464,5.7324,31.4086,15.4008,0.0068,0.1229,3,Absent
0.3356,0.3431,0.294,0.2523,-4.2369,11.2093,5.3271,0.0394,0.0237,0,Attentive
0.1422,0.1779,0.1495,0.4665,13.0568,6.6549,4.75,0.0381,0.1121,2,Drowsy
0.26,0.3017,0.2718,0.2682,39.9162,4.0301,13.958,0.0268,0.4118,1,Distracted
0.278,0.2864,0.3032,0.2177,55.2506,12.4511,9.3608,0.0174,0.4786,1,Distracted
0.3312,0.2544,0.2292,0.2274,7.4139,11.4018,-0.3158,0.0159,0.0846,0,Attentive
0.2924,0.3451,0.2337,0.3046,12.9687,-11.5137,0.2866,0.0163,0.0078,0,Attentive
0.2794,0.3246,0.2762,0.2848,-1.1329,-4.1628,3.4002,0.0,0.0,0,Attentive
0.2139,0.2194,0.2074,0.5293,8.5522,9.0522,3.1231,0.0642,0.0651,2,Drowsy
0.2836,0.2623,0.2803,0.3367,28.3692,-8.7301,17.2669,0.0101,0.2441,1,Distracted
0.375,0.2683,0.2912,0.1884,10.6197,14.8243,10.3496,0.0322,0.0441,0,Attentive
0.266,0.3105,0.2776,0.3031,21.7026,-3.0253,4.671,0.0127,0.0812,0,Attentive
0.2918,0.337,0.2799,0.2594,-2.2535,1.1778,-5.5502,0.0178,0.0442,0,Attentive
0.2569,0.2269,0.2589,0.2932,43.0811,11.6179,7.0803,0.0233,0.3996,1,Distracted
0.2337,0.1668,0.1474,0.363,9.2408,-3.2251,2.9941,0.0666,0.0917,2,Drowsy
0.2804,0.2821,0.3344,0.1432,28.102,10.3924,3.1162,0.0195,0.0586,0,Attentive
